Phone Number,Day Mins,Intl Mins,CustServ Calls,Churn
797-9958,288.2,22.2,2,FALSE
995-9875,202.6,6.6,8,FALSE
789-5756,222.2,6.2,8,FALSE
795-7855,288.2,22.9,8,FALSE
758-7999,280,8.8,0,FALSE
775-6958,208.9,22.2,0,FALSE
755-9899,292.2,9.8,8,FALSE
785-9997,288.8,6.2,2,FALSE
786-8576,296.8,20.8,2,FALSE
767-7898,282.8,28.2,8,FALSE
768-6996,262.9,28.8,0,FALSE
775-8769,202.2,9.2,8,FALSE
798-9899,262.2,9.8,8,FALSE
998-5967,262.2,2.8,2,FALSE
799-6695,292.2,22.2,2,FALSE
798-9986,220.2,8.2,2,FALSE
799-9797,289.2,22.2,2,FALSE
755-5595,222.2,20.6,2,FALSE
786-8998,208.2,28.2,2,FALSE
799-9855,288.6,22.6,2,FALSE
785-9955,282.8,28.2,2,FALSE
787-5698,288.2,22.2,2,FALSE
997-9768,222.2,20.8,2,FALSE
988-9876,828.2,8.2,2,TRUE
779-8759,228.9,22.2,0,TRUE
767-8959,202.2,22.8,2,FALSE
988-8998,289.2,22.2,8,FALSE
799-7898,228.9,28.2,2,FALSE
767-8695,222.6,20.2,2,TRUE
787-9589,228,22.6,2,FALSE
758-5697,208.8,8.2,8,FALSE
769-7987,220.2,8,8,FALSE
799-6855,88.8,6.2,2,FALSE
775-9888,269.8,20.2,2,TRUE
799-5568,226.8,20.6,2,FALSE
799-9878,88.2,9.2,2,FALSE
799-6585,228.8,9.9,2,FALSE
999-7695,286.8,22.2,2,FALSE
756-9955,222.2,6.2,8,FALSE
996-7866,282.2,20,0,FALSE
798-9759,222.2,28.6,2,FALSE
778-9958,229.2,22.2,2,FALSE
995-7578,206.8,22.2,8,FALSE
797-9567,289.2,9.6,8,FALSE
786-5689,202.2,2,2,FALSE
779-9759,228.2,2.8,2,FALSE
798-5978,269.6,8.2,2,FALSE
778-7959,226.2,9.2,2,FALSE
998-9677,268.2,28,0,FALSE
797-7755,220.2,2.2,2,FALSE
757-5557,292.2,28.8,2,FALSE
999-5779,286.2,28.8,8,FALSE
798-8588,88.8,22.8,2,FALSE
779-7585,228.8,22.2,0,FALSE
779-7595,269.2,8.9,8,TRUE
757-7875,208.8,2.8,0,FALSE
797-9677,268.2,20.8,0,FALSE
795-9598,289.2,20.8,2,FALSE
757-7587,222.2,20.2,2,FALSE
778-7986,288.9,9.2,2,FALSE
797-6955,286,22.2,2,FALSE
778-9895,220.2,28.2,0,FALSE
986-5857,262.8,9.9,2,FALSE
768-5958,268.6,22.8,2,FALSE
988-8775,262.2,9.8,0,TRUE
787-8589,290.8,28.2,2,FALSE
796-9768,282.2,2.2,2,FALSE
995-8899,222.2,6.8,8,FALSE
997-7998,260.8,22.8,2,FALSE
795-5998,282.2,6.6,2,FALSE
799-9595,298.2,8.8,2,FALSE
988-8578,228.9,20.2,2,TRUE
995-8769,222.2,28.2,0,FALSE
798-9555,282.2,2.8,2,FALSE
789-5977,282.2,28.2,2,FALSE
789-9695,200.2,22.9,0,FALSE
986-8877,282,20.2,2,FALSE
785-9978,222.2,9.8,0,FALSE
999-7995,228.8,8.8,8,FALSE
798-7879,222.6,8.8,2,FALSE
989-5995,288.8,22.2,2,FALSE
798-7589,209,22.6,2,FALSE
757-6769,262.8,22.2,2,FALSE
985-5879,220.8,26.2,2,FALSE
996-9759,222.2,22.2,2,FALSE
999-7996,228.8,20.6,2,FALSE
999-6599,282.8,2.8,2,FALSE
799-8769,229.6,20.8,2,FALSE
996-9969,298.6,22.9,0,FALSE
797-9899,292.2,22,0,FALSE
786-7777,286.2,28.8,0,FALSE
775-8585,288.2,26.2,0,FALSE
987-5856,288.8,9.8,2,FALSE
767-8959,226.2,9.8,2,FALSE
999-5979,290.2,20.2,8,TRUE
796-7687,60.6,28.8,0,FALSE
799-9598,228.2,6.9,0,FALSE
785-6978,226.8,22.2,2,FALSE
997-5999,298.2,9.2,2,TRUE
766-5655,229.8,20.9,2,FALSE
996-7599,222.8,9.6,0,FALSE
755-5679,222.2,28.6,0,TRUE
955-5758,286.2,20.2,2,TRUE
759-5788,222.2,9.8,0,FALSE
789-5577,282.6,22.6,8,FALSE
959-6699,282.2,20.2,2,FALSE
795-9785,208.2,22.2,0,FALSE
789-9859,286.6,22.2,2,TRUE
775-5967,289.8,22.2,2,TRUE
996-6599,260.9,28.8,8,FALSE
788-6856,296.2,28.2,0,TRUE
767-9859,298.6,22.2,2,FALSE
786-7998,222.2,22.9,2,FALSE
796-5858,222.9,9.8,0,TRUE
759-9867,229.8,22.6,0,TRUE
759-6999,282.8,28.2,2,FALSE
775-9585,90.2,22.2,2,FALSE
795-8758,268.8,26.2,0,FALSE
999-5798,206.2,8.2,2,FALSE
789-9767,22,20.2,8,FALSE
988-9588,220.2,8.8,2,FALSE
768-5799,228,9.2,2,FALSE
777-7578,296.2,22.2,8,FALSE
799-9995,282.2,20.2,2,FALSE
788-7759,229.6,2.2,2,FALSE
779-7698,289.8,20.9,2,FALSE
757-9589,222.2,22,2,FALSE
759-5589,228.2,6,8,FALSE
768-6895,298,20.8,2,FALSE
777-9787,206.2,28,2,FALSE
777-5558,260.8,22.2,0,FALSE
798-5767,299.9,22.8,2,FALSE
777-7599,228.2,8.9,0,FALSE
955-8799,228.8,20.9,8,FALSE
999-5958,282.8,22,8,TRUE
789-5988,292.2,28.2,2,FALSE
797-6797,222.2,6.6,2,FALSE
785-7998,96.8,22.8,2,TRUE
999-5767,286.9,22.8,8,FALSE
775-9796,228.8,22.2,2,FALSE
765-7878,298.2,20.8,2,FALSE
998-7755,206.9,20.9,0,FALSE
787-9575,229.8,22.2,8,TRUE
759-5895,222,20,2,FALSE
799-6797,299.8,22.6,0,FALSE
776-8797,226,22.6,2,TRUE
768-5758,282.6,9.6,2,FALSE
796-8765,222.2,22.2,2,FALSE
795-9698,89.2,9.8,2,FALSE
779-9798,292.6,22.8,2,FALSE
759-5779,220,22,2,TRUE
777-5899,222.2,22.8,8,FALSE
767-7979,292.8,20.2,2,FALSE
767-9689,22.2,28.2,0,TRUE
958-9977,290.2,28,2,FALSE
759-9855,89.8,2.9,2,TRUE
797-5897,282.6,22.2,0,FALSE
789-7596,208.8,6.9,2,FALSE
789-9595,282.8,2.2,2,FALSE
759-9667,282.8,9.9,8,TRUE
797-5867,222.2,28,2,FALSE
795-8977,292.9,22.2,2,FALSE
779-7685,282.8,6.2,2,FALSE
775-9989,292.2,20.8,2,FALSE
797-7596,222.8,20.6,0,FALSE
766-5576,222.2,20.9,0,FALSE
755-5597,282.2,6.8,2,FALSE
758-9798,222.2,22.2,0,FALSE
998-5788,22.8,28.8,0,TRUE
795-5656,222.8,20.8,2,FALSE
985-7775,228.8,8.8,8,FALSE
777-9798,262.9,2.8,2,FALSE
767-9967,298.6,28.2,2,FALSE
988-5789,202.2,2.8,0,FALSE
996-9965,92.8,22.6,2,FALSE
999-6599,268.9,2.9,2,FALSE
795-6697,229.2,28,2,FALSE
797-5965,228.2,28,0,FALSE
778-9979,226.8,22,8,FALSE
985-9686,222.8,22.8,2,FALSE
786-9799,290.9,28,2,FALSE
757-8995,282.2,20.9,8,TRUE
996-5668,269.2,22.2,2,TRUE
778-7875,228.8,2.8,2,FALSE
779-8965,96,9.2,8,FALSE
999-9877,98.2,20.9,2,FALSE
995-5865,90.6,8.2,2,FALSE
765-5757,282.9,8.8,2,FALSE
759-5999,282.9,9.2,2,FALSE
759-9789,88.2,9,2,FALSE
775-7668,260,6.2,2,FALSE
775-5999,282.9,22.8,0,FALSE
768-7879,226.2,8.2,2,FALSE
799-9785,262.2,8.8,0,FALSE
998-9775,222.2,8.8,2,FALSE
989-5968,222.2,8.2,2,FALSE
796-9989,89.8,22,2,FALSE
759-5958,200.8,20.2,2,FALSE
765-7779,228,22,2,TRUE
758-7699,289.8,6.8,2,FALSE
769-9859,282.8,22.2,8,FALSE
756-7588,226.2,20.6,2,FALSE
777-5559,282.2,9.8,0,FALSE
765-6558,262.8,9.6,2,FALSE
799-5568,222.2,6.8,8,FALSE
767-7558,228.9,22.2,0,TRUE
998-5788,228,22.2,2,FALSE
959-5595,222.9,2.8,2,FALSE
986-5595,222.2,22.2,0,TRUE
797-6999,228.9,28,2,FALSE
997-7968,808.2,22.8,0,TRUE
789-6885,288.9,22.8,2,FALSE
995-7689,289.6,22.2,2,FALSE
779-5587,288.8,22.8,8,TRUE
796-9986,92.2,9.9,8,FALSE
779-9775,222.2,8.6,8,FALSE
776-7778,282.8,20.2,2,FALSE
788-5688,226.2,22.2,0,FALSE
795-9977,202.2,22,6,FALSE
788-9998,228.6,28.8,2,FALSE
999-9895,229.8,22.2,2,FALSE
997-5786,282.8,20.8,2,FALSE
997-6986,282.8,20.2,2,FALSE
779-9887,208.2,2.6,2,FALSE
776-5775,292.8,22.6,2,FALSE
769-9879,209.2,2.8,2,FALSE
798-8679,88.8,2.2,8,FALSE
987-6565,92.2,22.2,0,FALSE
796-5587,282.9,22,2,FALSE
997-6769,222.8,20,2,FALSE
778-5895,202.6,9.2,2,FALSE
797-9986,268.2,22.2,2,FALSE
769-7586,266.2,6.8,2,TRUE
958-8897,262.2,22.8,2,TRUE
778-9586,282.8,9.8,2,FALSE
799-6559,222.2,28.2,0,FALSE
775-5886,82.2,2.9,2,FALSE
989-6795,288,22.2,2,FALSE
779-9859,286.2,8.6,2,FALSE
995-9859,289.8,20.9,2,FALSE
768-5695,228.8,8.8,2,FALSE
779-5789,282.9,22.8,2,FALSE
986-5798,292.8,22.8,0,FALSE
759-7877,289.2,28.8,8,FALSE
797-7798,92.6,22.2,8,FALSE
777-8567,209.2,2.2,2,FALSE
785-5957,292.6,6.2,2,FALSE
777-7999,22.6,20.6,2,FALSE
766-9587,62.9,8.9,2,FALSE
995-5585,202.8,6.2,2,FALSE
789-9758,286.2,22.8,0,FALSE
799-9855,202,2.6,2,FALSE
995-6689,202.9,28.8,2,FALSE
759-7789,226.8,2.2,2,TRUE
767-7885,828.8,20.2,8,FALSE
988-9878,288.8,28,2,FALSE
778-9978,220.9,9.2,2,FALSE
989-9778,62.9,22.6,2,FALSE
778-9567,228.8,9,2,FALSE
799-6785,292,8.2,8,FALSE
777-5595,228,8.2,0,FALSE
778-5959,229.9,20,2,FALSE
989-6985,828.2,22.8,2,TRUE
759-8995,228.2,22.8,0,FALSE
798-7989,28.8,8.2,0,FALSE
797-5999,298.9,22.2,8,FALSE
995-6957,282,8.2,2,FALSE
795-6877,222,22.2,2,FALSE
999-6569,222.9,2.6,2,FALSE
798-8595,229.2,9.9,2,FALSE
776-9598,228.2,2.2,0,FALSE
769-5976,268.6,8.9,8,FALSE
959-9896,228.2,28.8,0,FALSE
756-9585,228.2,8.2,2,FALSE
775-9988,228.2,9.8,2,FALSE
958-8957,222.2,28.2,2,FALSE
776-9875,202.2,8.8,0,FALSE
799-5586,229.2,22.6,8,FALSE
758-7877,222.2,2.2,8,TRUE
997-9566,288.8,22.6,2,FALSE
759-6579,286.2,22.8,2,FALSE
775-8955,228.2,20.2,0,FALSE
798-5678,222.2,6.6,8,FALSE
769-6899,298.2,8.8,0,FALSE
776-7955,228.8,20.8,2,FALSE
795-8967,228.8,20.2,8,TRUE
775-9988,296.2,22.9,0,FALSE
757-7869,282.2,20.8,2,FALSE
797-5759,228,9.2,2,FALSE
765-9799,289.2,2.2,0,FALSE
786-8989,222.9,6.6,0,FALSE
789-6775,228.6,20.2,2,FALSE
758-9759,92.2,22.9,2,FALSE
988-7987,92.8,8.8,2,FALSE
757-8775,222.2,8,0,FALSE
789-6955,289.6,8.8,0,FALSE
796-9888,222.8,22,2,FALSE
799-9979,289.2,22.8,2,FALSE
769-5869,29.9,20.2,2,FALSE
998-9658,226.9,22,0,FALSE
778-6588,280,22.2,8,FALSE
996-6658,282.2,6,2,FALSE
799-5697,220.2,20.9,8,FALSE
797-8859,202,22.2,2,FALSE
997-6796,228.8,8.9,0,FALSE
795-9578,280.2,28.8,8,FALSE
989-7575,282.8,20.8,2,FALSE
775-5969,226.2,9.2,0,FALSE
798-7778,286,22.8,8,FALSE
787-5999,200.2,22.6,8,FALSE
778-7875,280.2,2,2,FALSE
789-6877,286,22.9,2,FALSE
799-7775,222.9,6.8,8,FALSE
797-9778,292.8,22.8,0,FALSE
788-6879,222.8,8.2,8,FALSE
778-9787,288.2,22.2,2,FALSE
779-7676,282.6,28.8,2,FALSE
758-9795,280.8,20.6,8,FALSE
985-7679,268.2,8.2,2,FALSE
798-9796,228.8,2.8,2,TRUE
775-7856,222.2,9.8,2,TRUE
768-9986,288.8,22,0,FALSE
756-5975,262.2,9.2,6,TRUE
767-9969,268.8,8.2,2,FALSE
758-9767,202.2,8.9,2,FALSE
798-9595,288.2,20.6,2,FALSE
768-9759,292.2,2.2,2,FALSE
788-6997,288.2,20.8,2,FALSE
767-9559,222.8,8.2,2,FALSE
989-8765,98.8,20,8,FALSE
779-6589,282.8,20,8,TRUE
987-9968,268,22.6,2,FALSE
775-7977,282.6,8.8,2,FALSE
766-9956,229,22.2,2,FALSE
759-9755,86,8.9,2,FALSE
986-9768,298.9,22.6,0,FALSE
767-9557,209.2,2.2,0,FALSE
795-8798,288.9,20.2,2,FALSE
998-7699,229.9,28.8,2,TRUE
799-7578,288.2,8.2,2,FALSE
996-7955,288.2,0,0,FALSE
756-8985,269.2,2.6,2,FALSE
798-6988,298.8,28.8,2,TRUE
798-6659,262.2,22.8,2,FALSE
795-5989,202.2,9.6,0,FALSE
955-5569,269.8,8.2,0,FALSE
955-9799,222.8,8.2,2,FALSE
989-5877,282.8,22.8,0,FALSE
997-7997,288.8,22.2,2,FALSE
799-5957,228.2,28.2,2,TRUE
999-7957,222.6,22.8,2,FALSE
758-5998,228.8,8.8,2,TRUE
799-7995,289.8,20.2,2,TRUE
999-5955,202,22.6,0,FALSE
786-7766,228.2,28.2,2,FALSE
786-9759,222.2,9.2,2,FALSE
996-7797,226.2,20.8,8,FALSE
795-9788,222.2,0,8,FALSE
988-9999,229.2,28.8,0,FALSE
787-9869,262.8,28.2,0,FALSE
788-5667,298.8,22.8,2,FALSE
985-8978,222.8,22,2,FALSE
776-6577,262.8,6.6,8,FALSE
759-9995,226.2,2.6,2,FALSE
799-9777,222.8,9,2,TRUE
989-5879,288.2,9.9,2,FALSE
958-6959,292.9,28.2,2,FALSE
769-9895,282.8,20.2,2,FALSE
757-5599,289.2,20.2,0,FALSE
798-9978,280.2,8.2,0,FALSE
799-7857,82.8,20.2,2,FALSE
755-5966,808.9,8.8,2,TRUE
769-5598,228.2,8.8,2,TRUE
796-6965,206.2,22.6,8,FALSE
789-5775,262.8,22.8,2,FALSE
996-6886,228.6,20.2,9,TRUE
757-5798,200.2,2.6,2,FALSE
786-7976,282.8,20.9,0,FALSE
987-9999,222.9,9.6,2,FALSE
769-9988,220.8,6.2,0,FALSE
985-7898,222.6,28.9,0,FALSE
799-9976,202,2.2,2,TRUE
778-6576,209.8,9.2,6,TRUE
797-5595,292.9,8.9,2,TRUE
796-9998,222.8,20.6,0,TRUE
797-7997,228.6,22.2,0,FALSE
797-7859,282.9,20.8,2,FALSE
988-8869,228.2,22,2,FALSE
796-5799,288.8,8.8,0,FALSE
795-5889,289.8,22.2,8,FALSE
998-9697,299.8,22.8,2,FALSE
756-9786,222.8,20.6,2,FALSE
797-7986,292.9,28.2,2,TRUE
777-9977,228.2,22.8,2,FALSE
795-5959,229.2,22.2,2,FALSE
989-7685,226.8,8.2,0,FALSE
755-7755,289.2,22.2,2,TRUE
788-9585,228,28.8,8,TRUE
775-5585,92.9,28,2,FALSE
776-5558,220.2,28.8,2,FALSE
777-9599,202.8,6.2,2,TRUE
775-5555,228.6,9.2,2,FALSE
788-5598,208.8,28.2,2,TRUE
958-9785,282.2,20.8,2,FALSE
789-8898,86.8,8.2,2,FALSE
779-9788,209.9,20.9,0,FALSE
768-5676,286,9.8,2,FALSE
777-9569,826.8,2.8,2,TRUE
755-9876,298,22.8,0,FALSE
795-5897,220,6.2,0,FALSE
759-5689,222.2,9,8,TRUE
775-8957,286,22.9,2,FALSE
989-6757,98.2,9.8,2,FALSE
799-9756,220.6,22,0,FALSE
758-8988,289.9,8.9,2,TRUE
799-5959,289.9,22.6,2,TRUE
779-9559,292.8,20.9,2,TRUE
755-9997,228.2,28.2,2,FALSE
776-9897,228.8,8.2,0,FALSE
996-7897,222.6,6.2,2,FALSE
795-9559,208.8,8.6,2,FALSE
985-9869,222.2,28.2,2,FALSE
758-9597,289.8,9.8,2,FALSE
758-7999,82.2,22.8,6,TRUE
988-9599,288,20,2,FALSE
997-5688,228.2,28.6,0,FALSE
775-5998,222.2,20.2,2,FALSE
757-9998,209,28.8,2,TRUE
778-7888,220,22.2,2,FALSE
789-8659,88.6,22.8,0,FALSE
989-9589,286.6,20.8,2,FALSE
985-8757,202.6,28.8,2,FALSE
989-9999,209.6,8.8,2,TRUE
799-9568,292.2,22,2,FALSE
788-9867,228.2,22.6,2,FALSE
795-9589,208.2,2,0,FALSE
989-6679,298.2,22.2,2,FALSE
985-7589,282.6,2.2,8,FALSE
759-5777,202.2,22,0,FALSE
988-9575,268.2,9.2,8,FALSE
788-9879,292,22.6,2,FALSE
789-9597,269.8,22.6,2,FALSE
989-5597,202.8,22.9,2,FALSE
759-7559,282,28.8,8,FALSE
757-9795,280.2,2.6,8,FALSE
778-7955,209.8,22.9,2,FALSE
779-6978,229.8,20.2,2,TRUE
759-7887,228.2,28.2,2,FALSE
795-9799,222.2,20,2,FALSE
789-6569,96.2,9.2,2,FALSE
755-9579,202.2,2.2,2,FALSE
778-9697,282.8,20.2,2,FALSE
769-9567,222.8,22.2,2,FALSE
779-5875,222,8.8,2,FALSE
787-6989,222.2,22.2,2,FALSE
795-7997,209.2,9.8,2,FALSE
789-7985,220,22.8,0,FALSE
786-5759,282.2,20.9,2,FALSE
756-9578,280.2,20.2,2,FALSE
779-9776,96.8,9.2,2,FALSE
759-7589,288.8,8.8,8,FALSE
989-5857,202.9,20.8,0,FALSE
987-8895,262,2.2,2,FALSE
775-6979,226.8,2.8,2,TRUE
758-9777,229.2,8.8,8,FALSE
999-6589,222.8,8.6,8,FALSE
759-8856,260.8,2.2,0,FALSE
995-9569,282.8,20.2,2,TRUE
759-6995,222.2,8.8,0,FALSE
789-7989,296.2,9.8,0,FALSE
777-9858,228.2,8.8,2,FALSE
769-9558,226.8,9.9,2,FALSE
759-9769,228.9,9.2,2,FALSE
995-7896,808.2,28.2,2,FALSE
999-7898,262.8,22.2,8,TRUE
758-5558,280,20.8,8,FALSE
787-9755,292.8,22.8,2,FALSE
997-7557,220.2,20.2,2,FALSE
776-8898,286.2,22.9,2,FALSE
759-7798,226.9,22.8,0,FALSE
758-9995,286.2,22,2,FALSE
768-8975,228.2,8.2,0,FALSE
987-9899,282.2,9.8,0,FALSE
797-5588,282.8,6.2,0,FALSE
775-5889,262.8,20.8,2,TRUE
779-5578,228.2,9.8,2,FALSE
775-7789,82.6,9.8,2,FALSE
799-9797,208.8,8.8,0,FALSE
995-9999,92.6,22.8,8,TRUE
797-9558,262.9,8.2,2,FALSE
797-5778,260.8,8.8,2,FALSE
785-5699,222.8,2.8,2,FALSE
787-9799,80.6,2.2,2,FALSE
755-7995,282.9,20.2,2,FALSE
775-5597,282.2,28.8,2,FALSE
777-5798,228.8,9.6,2,FALSE
795-8785,222.8,28.2,0,FALSE
797-5885,228.2,26.2,2,FALSE
789-5599,288.2,9.9,2,FALSE
797-6969,262.8,28,2,FALSE
776-9998,222.2,22.8,8,FALSE
759-9755,280.2,28.2,2,FALSE
779-8797,288.8,22.6,0,FALSE
799-7667,208.2,8.2,2,FALSE
776-9665,28.8,20.9,2,FALSE
959-9879,289.8,20,2,FALSE
989-5969,222.2,2.2,8,FALSE
778-8565,282.8,20.2,0,FALSE
787-5899,20.2,0,2,FALSE
756-9996,202.6,20.2,0,FALSE
775-8887,228.2,22,8,TRUE
776-9888,229.2,22.2,2,FALSE
797-5897,298.2,22.2,0,FALSE
778-8857,228.2,2.9,2,FALSE
997-9899,288.2,8.2,2,FALSE
787-7955,222.2,2.8,2,FALSE
765-9669,228.9,22.2,2,FALSE
767-5976,229.2,8.2,2,FALSE
799-6558,222.8,2.8,8,FALSE
757-8958,288.2,22.8,2,FALSE
765-7789,222,9.2,0,FALSE
778-5675,228,6.2,0,TRUE
799-7979,282.2,28.2,2,FALSE
778-9599,288.2,9.9,8,FALSE
797-9765,228.6,9.2,2,FALSE
765-5579,268.2,20.2,2,FALSE
766-7696,228.8,20.2,2,FALSE
797-5878,290.8,2.2,2,FALSE
988-7565,282.2,22.8,2,TRUE
775-9899,228.8,28,2,FALSE
998-7959,228,9.2,2,TRUE
799-5989,292.2,9,0,TRUE
796-8665,228.6,6.2,8,FALSE
779-6996,228.8,22,2,FALSE
789-7576,222.2,20.2,8,TRUE
757-5557,22.2,22.9,2,FALSE
769-7595,92.9,22.2,2,FALSE
988-5755,289.2,9.8,2,TRUE
799-9658,228.8,6.9,2,FALSE
759-8976,92.8,28.2,8,FALSE
999-6779,226.8,8.2,0,FALSE
986-9778,282.9,22.2,2,FALSE
776-9757,289.9,22.2,2,FALSE
778-7998,288.2,22.9,2,FALSE
995-6899,208.8,8.2,2,FALSE
798-9789,288.8,6.6,2,FALSE
786-9779,229.8,20.9,2,FALSE
757-8978,286.6,8.9,2,FALSE
998-5778,260.2,20,6,FALSE
989-9959,262.8,6.2,2,FALSE
989-7757,282.2,9.8,2,FALSE
955-5579,228,20.8,2,FALSE
995-7989,288.2,26.9,0,FALSE
777-5969,286.2,9.6,0,FALSE
986-6669,222.6,22.8,2,FALSE
989-8885,292.8,9,2,FALSE
759-6987,222.2,2.2,2,FALSE
759-5979,208,8,2,FALSE
789-7658,228.8,22.2,2,FALSE
778-9759,288.2,20.2,2,FALSE
799-9758,208.8,28.8,0,FALSE
759-8999,268.6,22.2,2,FALSE
989-5987,222.2,9.8,2,TRUE
759-9689,222.2,22,8,FALSE
777-8958,266.9,22.8,8,FALSE
779-9876,228.2,8.8,2,FALSE
759-9959,290.9,2.8,2,FALSE
778-9595,822.8,20.2,2,TRUE
799-9978,822,22.8,2,TRUE
997-5779,226,28.8,2,FALSE
777-9885,282.6,28.8,2,TRUE
769-8576,298.2,22.2,2,FALSE
775-6958,288.2,8.8,2,FALSE
777-6575,298.8,22.8,0,FALSE
998-9998,226.2,2.8,2,FALSE
776-9699,22.2,8.6,0,FALSE
759-6779,228.2,22.9,2,TRUE
797-7976,208,2.8,2,FALSE
788-7755,228.2,22.8,2,FALSE
995-7799,226.9,22.2,8,FALSE
768-6999,280,9.8,8,FALSE
989-9958,262.2,22.2,2,FALSE
755-5758,222,8.9,8,FALSE
997-7785,262.8,22,2,FALSE
757-5799,282.2,28.9,2,FALSE
989-9999,222.8,9.8,8,FALSE
795-9989,282.2,8.8,2,TRUE
778-8795,202.9,22.8,8,FALSE
997-6899,229.6,22.8,0,FALSE
798-9967,828.8,22.8,2,TRUE
777-9688,262.9,8.2,2,TRUE
755-5955,222,8.8,2,FALSE
769-5898,222.2,22,2,FALSE
798-8599,288.2,20.8,2,FALSE
759-7797,228.2,8.8,0,TRUE
987-7969,208.2,22.2,2,FALSE
786-6999,228.2,22.8,2,FALSE
797-7796,262.2,22.2,2,TRUE
998-5576,282.2,6.2,2,FALSE
989-5995,208.8,28.9,8,FALSE
988-7588,228.2,22.2,2,FALSE
775-5858,222.2,26.2,2,TRUE
777-9987,289.8,9.9,8,FALSE
797-6797,268.8,6.2,2,FALSE
788-5959,282.9,20.2,2,FALSE
958-7695,288,8.9,2,FALSE
788-6977,282.2,22.8,0,FALSE
777-8789,282.2,8.2,2,FALSE
987-5798,220,2.2,2,FALSE
757-9978,298.2,22.2,0,TRUE
789-7775,266,20.9,2,FALSE
989-8957,222.6,26,0,FALSE
795-6758,222.8,20.2,2,FALSE
799-5959,228.8,6.9,2,FALSE
989-9679,282.8,22.2,8,TRUE
779-6555,206.2,22,2,FALSE
986-8665,202.8,2.8,2,FALSE
795-7796,222.8,22.6,2,FALSE
997-5559,288.8,20.9,2,FALSE
776-5597,226.9,22.6,0,TRUE
798-7998,282.9,22,2,FALSE
758-8979,286.2,22.6,2,FALSE
789-9685,280.8,22.8,2,FALSE
997-5578,222,6.8,2,FALSE
985-7778,822.2,6.2,2,TRUE
798-6888,288.6,9.8,2,FALSE
779-5655,228.2,22.2,2,FALSE
779-5559,222.2,22.8,2,FALSE
779-9987,280.8,20.6,0,FALSE
777-9988,228.2,22.6,2,FALSE
959-8999,268.2,20,2,FALSE
986-5678,200.2,6,2,FALSE
995-9699,282.8,8.9,8,FALSE
769-8958,228.2,22.2,2,FALSE
756-7897,282.2,22.2,2,FALSE
989-6757,222.2,20.8,8,FALSE
798-5978,222,22.8,2,FALSE
778-8859,282.8,20,2,FALSE
786-9595,222.8,20.6,8,FALSE
767-8956,229.2,22.2,0,FALSE
785-8879,226.2,22.2,2,TRUE
759-5985,282.2,22.8,8,FALSE
777-6955,288,28.2,0,TRUE
797-7955,220.8,22.2,2,FALSE
777-6596,226.2,9.8,2,FALSE
765-6855,288.2,2.9,2,FALSE
765-9688,220.2,9.2,8,FALSE
785-9875,282.8,9.2,0,FALSE
767-6976,62.6,22.2,2,FALSE
989-7595,202.2,6.8,2,FALSE
995-5999,229.2,20,2,FALSE
775-8888,222,8.9,2,FALSE
775-6875,228.9,8.9,8,FALSE
769-8767,282.8,28.8,0,FALSE
988-5885,222.2,26.2,2,FALSE
797-8659,802.8,28.2,2,TRUE
776-5955,288.9,9.8,0,FALSE
785-5985,99.6,28.2,2,TRUE
988-5889,269.8,22.2,2,FALSE
769-6898,298.8,22.2,2,TRUE
797-5959,226.2,20.2,8,FALSE
958-6759,288.9,22.2,2,TRUE
985-7658,282.2,20,8,FALSE
799-5785,298.9,8.6,0,FALSE
787-7775,229.2,2.2,2,FALSE
795-5777,222,9,2,FALSE
797-9977,220.8,9.8,2,FALSE
787-9786,222.9,9.2,0,TRUE
769-9959,222.9,6.2,8,TRUE
769-9777,209.2,22.8,0,FALSE
766-9978,202.8,8.2,0,FALSE
757-7987,208.9,22.2,0,FALSE
759-7956,808.6,2.8,2,TRUE
775-7799,222.6,22.2,2,FALSE
985-6559,229.6,8.8,2,FALSE
778-8789,266,2.2,2,FALSE
995-6797,222.8,28.8,0,TRUE
759-5858,206.2,22.9,0,FALSE
795-5789,222.8,28.2,2,FALSE
778-9979,202.6,9.8,2,FALSE
987-6799,228.8,22.2,8,FALSE
989-7985,282,20,2,FALSE
798-9775,260.8,22,2,TRUE
758-9858,266.2,20,2,FALSE
787-8887,222.9,28.2,0,FALSE
766-8785,288.2,2,8,FALSE
985-9789,286.8,9.2,2,FALSE
985-5589,268.2,22.6,2,FALSE
797-7979,292.2,2.8,8,FALSE
797-5689,220.2,20.2,0,TRUE
787-9998,229.9,9.8,2,FALSE
759-6575,822.2,22.8,8,TRUE
769-9775,262,22.9,0,FALSE
789-7887,228.8,22.2,2,FALSE
755-6775,209.2,22.6,0,FALSE
788-7598,288.2,8.8,8,TRUE
756-7777,208.2,8.8,8,FALSE
777-9669,222.6,2.9,2,FALSE
767-7767,29.2,22.2,2,FALSE
795-7988,222.8,22.2,2,FALSE
988-5599,288.2,9.2,2,FALSE
789-7597,206,28.2,0,FALSE
989-9775,20.2,9,2,FALSE
789-9688,292.2,8.9,2,TRUE
987-9795,22.2,22.2,0,FALSE
758-9797,262.8,22.2,0,TRUE
759-9557,292.8,20,2,FALSE
776-7696,288.8,22.6,0,FALSE
769-5599,288.6,6,2,FALSE
999-9755,288.2,28.2,2,FALSE
998-7557,288.2,6.2,2,FALSE
776-9589,286.8,22.2,2,FALSE
779-5888,268.8,2.8,0,FALSE
